Código Cliente,Ano,Trimestre,Mês,Dia,Loja,Produto,SKU,Tamanho Pedido
761,2017,Trim 4,dezembro,5,Salvador,Câmera Digital Sony Cyber,HL1015,2
646,2017,Trim 4,dezembro,5,Salvador,Samsung Dual Core,HL1023,1
753,2017,Trim 4,dezembro,5,São Paulo,Câmera Digital Rebel T6,HL1005,3
314,2017,Trim 4,dezembro,5,São Paulo,Câmera Digital Sony Cyber,HL1015,1
617,2017,Trim 4,dezembro,5,São Paulo,Moto Z,HL1020,4
1426,2017,Trim 4,dezembro,5,São Paulo,Smart TV 50' 4K,HL1001,7
470,2017,Trim 4,dezembro,6,Belo Horizonte,iPhone 6S,HL1010,5
660,2017,Trim 4,dezembro,6,Belo Horizonte,Smart TV 50' 4K,HL1001,4
590,2017,Trim 4,dezembro,6,Belo Horizonte,Smart Watch MI,HL1018,5
722,2017,Trim 4,dezembro,6,Campinas,Câmera Digital Sony Cyber,HL1015,2
138,2017,Trim 4,dezembro,6,Campinas,Smart TV LED Full HD 55',HL1008,5
637,2017,Trim 4,dezembro,6,Curitiba,Galaxy S8,HL1021,1
715,2017,Trim 4,dezembro,6,Curitiba,Samsung Dual Core,HL1023,4
774,2017,Trim 4,dezembro,6,Curitiba,Smart TV 50' 4K,HL1001,2
263,2017,Trim 4,dezembro,6,Fortaleza,Apple Watch,HL1004,1
286,2017,Trim 4,dezembro,6,Fortaleza,Câmera Digital Sony Cyber,HL1015,2
687,2017,Trim 4,dezembro,6,Fortaleza,iPhone XS,HL1019,2
91,2017,Trim 4,dezembro,6,Fortaleza,Samsung Dual Core,HL1023,4
116,2017,Trim 4,dezembro,6,Goiânia,Moto G7,HL1009,1
410,2017,Trim 4,dezembro,6,Guarulhos,iPhone 6S,HL1010,4
392,2017,Trim 4,dezembro,6,Guarulhos,Moto Z,HL1020,5
328,2017,Trim 4,dezembro,6,Porto Alegre,Câmera Coolpix L340,HL1013,4
436,2017,Trim 4,dezembro,6,Porto Alegre,Câmera Digital Rebel T6,HL1005,4
266,2017,Trim 4,dezembro,6,Porto Alegre,Smart Watch MI,HL1018,3
11,2017,Trim 4,dezembro,6,Rio de Janeiro,Câmera Coolpix L340,HL1013,2
362,2017,Trim 4,dezembro,6,Rio de Janeiro,Dell G7,HL1012,5
107,2017,Trim 4,dezembro,6,Rio de Janeiro,Smart TV 50' 4K,HL1001,5
194,2017,Trim 4,dezembro,6,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,5
804,2017,Trim 4,dezembro,6,Rio de Janeiro,TV LED 32',HL1006,3
301,2017,Trim 4,dezembro,6,Salvador,Moto Z,HL1020,3
156,2017,Trim 4,dezembro,6,Salvador,Smart TV 75' 4K,HL1017,4
777,2017,Trim 4,dezembro,6,São Paulo,Câmera Digital Rebel T6,HL1005,7
1009,2017,Trim 4,dezembro,6,São Paulo,Câmera Digital Sony Cyber,HL1015,5
49,2017,Trim 4,dezembro,6,São Paulo,iPhone XS,HL1019,5
728,2017,Trim 4,dezembro,6,São Paulo,Moto Z,HL1020,3
665,2017,Trim 4,dezembro,6,São Paulo,Smart TV 50' 4K,HL1001,2
753,2017,Trim 4,dezembro,6,São Paulo,Smart TV LED Full HD 55',HL1008,4
314,2017,Trim 4,dezembro,6,São Paulo,Smart Watch MI,HL1018,5
611,2017,Trim 4,dezembro,7,Belo Horizonte,Moto G7,HL1009,2
507,2017,Trim 4,dezembro,7,Fortaleza,Galaxy J8,HL1014,5
87,2017,Trim 4,dezembro,7,Fortaleza,Moto G7,HL1009,2
615,2017,Trim 4,dezembro,7,Goiânia,Câmera Digital Sony Cyber,HL1015,2
98,2017,Trim 4,dezembro,7,Guarulhos,Câmera Coolpix L340,HL1013,2
369,2017,Trim 4,dezembro,7,Guarulhos,Câmera Digital Sony Cyber,HL1015,3
711,2017,Trim 4,dezembro,7,Nova Iguaçu,Smart TV 50' 4K,HL1001,1
72,2017,Trim 4,dezembro,7,Porto Alegre,iPhone XS,HL1019,5
322,2017,Trim 4,dezembro,7,Recife,Aspire 5,HL1024,3
197,2017,Trim 4,dezembro,7,Recife,Moto G7,HL1009,3
336,2017,Trim 4,dezembro,7,Rio de Janeiro,Aspire 5,HL1024,4
625,2017,Trim 4,dezembro,7,Rio de Janeiro,iPhone 7,HL1002,2
362,2017,Trim 4,dezembro,7,Rio de Janeiro,Moto G7,HL1009,4
790,2017,Trim 4,dezembro,7,Salvador,Moto G7,HL1009,1
792,2017,Trim 4,dezembro,7,Salvador,Smart TV 50' 4K,HL1001,2
320,2017,Trim 4,dezembro,7,São Paulo,Câmera Digital Sony Cyber,HL1015,2
665,2017,Trim 4,dezembro,7,São Paulo,Dell G7,HL1012,3
2227,2017,Trim 4,dezembro,7,São Paulo,Smart TV 50' 4K,HL1001,9
196,2017,Trim 4,dezembro,7,São Paulo,Smart TV 75' 4K,HL1017,3
421,2017,Trim 4,dezembro,8,Belo Horizonte,Inspiron 15,HL1007,3
430,2017,Trim 4,dezembro,8,Belo Horizonte,Moto G7,HL1009,3
456,2017,Trim 4,dezembro,8,Belo Horizonte,TV LED 32',HL1006,1
367,2017,Trim 4,dezembro,8,Curitiba,Inspiron 15,HL1007,4
628,2017,Trim 4,dezembro,8,Curitiba,Moto G7,HL1009,5
445,2017,Trim 4,dezembro,8,Fortaleza,iPad 32GB Wifi,HL1022,4
796,2017,Trim 4,dezembro,8,Fortaleza,iPhone 7,HL1002,1
414,2017,Trim 4,dezembro,8,Goiânia,Apple Watch,HL1004,1
636,2017,Trim 4,dezembro,8,Goiânia,iPhone 7,HL1002,4
682,2017,Trim 4,dezembro,8,Goiânia,iPhone XS,HL1019,4
387,2017,Trim 4,dezembro,8,Goiânia,Moto G7,HL1009,5
17,2017,Trim 4,dezembro,8,Goiânia,Smart TV 50' 4K,HL1001,2
528,2017,Trim 4,dezembro,8,Guarulhos,Câmera Digital Rebel T6,HL1005,1
166,2017,Trim 4,dezembro,8,Porto Alegre,Dell G7,HL1012,3
474,2017,Trim 4,dezembro,8,Porto Alegre,iPhone 7,HL1002,5
432,2017,Trim 4,dezembro,8,Porto Alegre,Moto G7,HL1009,2
254,2017,Trim 4,dezembro,8,Recife,TV LED 32',HL1006,2
788,2017,Trim 4,dezembro,8,Rio de Janeiro,Dell G7,HL1012,3
125,2017,Trim 4,dezembro,8,Rio de Janeiro,Galaxy S8,HL1021,1
405,2017,Trim 4,dezembro,8,Rio de Janeiro,Inspiron 15,HL1007,4
326,2017,Trim 4,dezembro,8,Rio de Janeiro,Smart TV 50' 4K,HL1001,5
362,2017,Trim 4,dezembro,8,Rio de Janeiro,Tablet M10 Android,HL1011,4
76,2017,Trim 4,dezembro,8,Rio de Janeiro,TV LED 32',HL1006,3
373,2017,Trim 4,dezembro,8,Salvador,Câmera Digital Sony Cyber,HL1015,4
252,2017,Trim 4,dezembro,8,Salvador,Galaxy S8,HL1021,2
275,2017,Trim 4,dezembro,8,Salvador,iPhone XS,HL1019,3
544,2017,Trim 4,dezembro,8,Salvador,Smart TV LED Full HD 55',HL1008,1
797,2017,Trim 4,dezembro,8,São Paulo,Aspire 5,HL1024,2
1166,2017,Trim 4,dezembro,8,São Paulo,Câmera Digital Rebel T6,HL1005,7
319,2017,Trim 4,dezembro,8,São Paulo,Câmera Digital Sony Cyber,HL1015,2
608,2017,Trim 4,dezembro,8,São Paulo,Dell G7,HL1012,1
683,2017,Trim 4,dezembro,8,São Paulo,Inspiron 15,HL1007,5
718,2017,Trim 4,dezembro,8,São Paulo,iPhone 6S,HL1010,5
303,2017,Trim 4,dezembro,8,São Paulo,Smart TV LED Full HD 55',HL1008,4
114,2017,Trim 4,dezembro,8,São Paulo,Smart Watch MI,HL1018,5
475,2017,Trim 4,dezembro,9,Belo Horizonte,Dell G7,HL1012,1
388,2017,Trim 4,dezembro,9,Belo Horizonte,iPhone 7,HL1002,2
590,2017,Trim 4,dezembro,9,Belo Horizonte,Moto G7,HL1009,4
638,2017,Trim 4,dezembro,9,Campinas,Câmera Coolpix L340,HL1013,5
86,2017,Trim 4,dezembro,9,Campinas,Smart TV 50' 4K,HL1001,1
511,2017,Trim 4,dezembro,9,Campinas,TV LED 32',HL1006,4
217,2017,Trim 4,dezembro,9,Curitiba,Câmera Digital Rebel T6,HL1005,5
657,2017,Trim 4,dezembro,9,Fortaleza,Smart TV 50' 4K,HL1001,3
466,2017,Trim 4,dezembro,9,Goiânia,Câmera Digital Rebel T6,HL1005,1
410,2017,Trim 4,dezembro,9,Guarulhos,Câmera Digital Sony Cyber,HL1015,5
167,2017,Trim 4,dezembro,9,Guarulhos,Galaxy S8,HL1021,3
648,2017,Trim 4,dezembro,9,Niterói,Smart TV 50' 4K,HL1001,3
453,2017,Trim 4,dezembro,9,Porto Alegre,Câmera Digital Sony Cyber,HL1015,1
449,2017,Trim 4,dezembro,9,Recife,Smart TV 50' 4K,HL1001,1
11,2017,Trim 4,dezembro,9,Rio de Janeiro,Samsung Dual Core,HL1023,1
164,2017,Trim 4,dezembro,9,Salvador,Aspire 5,HL1024,2
90,2017,Trim 4,dezembro,9,Salvador,Smart TV LED Full HD 55',HL1008,3
202,2017,Trim 4,dezembro,9,São Paulo,Aspire 5,HL1024,1
773,2017,Trim 4,dezembro,9,São Paulo,Inspiron 15,HL1007,3
408,2017,Trim 4,dezembro,9,São Paulo,Smart TV 50' 4K,HL1001,4
1666,2017,Trim 4,dezembro,9,São Paulo,Smart TV LED Full HD 55',HL1008,8
382,2017,Trim 4,dezembro,9,São Paulo,Tablet M10 Android,HL1011,1
721,2017,Trim 4,dezembro,10,Belo Horizonte,Smart Watch Galaxy,HL1016,2
427,2017,Trim 4,dezembro,10,Campinas,Câmera Digital Rebel T6,HL1005,1
192,2017,Trim 4,dezembro,10,Campinas,Smart TV 50' 4K,HL1001,2
619,2017,Trim 4,dezembro,10,Curitiba,iPhone 7,HL1002,4
758,2017,Trim 4,dezembro,10,Curitiba,iPhone XS,HL1019,4
87,2017,Trim 4,dezembro,10,Fortaleza,Câmera Digital Rebel T6,HL1005,2
468,2017,Trim 4,dezembro,10,Fortaleza,Inspiron 15,HL1007,4
580,2017,Trim 4,dezembro,10,Fortaleza,iPhone 6S,HL1010,4
91,2017,Trim 4,dezembro,10,Fortaleza,iPhone 7,HL1002,2
539,2017,Trim 4,dezembro,10,Goiânia,Câmera Digital Sony Cyber,HL1015,1
103,2017,Trim 4,dezembro,10,Goiânia,Smart TV 50' 4K,HL1001,4
561,2017,Trim 4,dezembro,10,Guarulhos,Câmera Coolpix L340,HL1013,1
577,2017,Trim 4,dezembro,10,Guarulhos,Câmera Digital Rebel T6,HL1005,4
119,2017,Trim 4,dezembro,10,Guarulhos,Galaxy S8,HL1021,5
179,2017,Trim 4,dezembro,10,Guarulhos,Inspiron 15,HL1007,2
124,2017,Trim 4,dezembro,10,Nova Iguaçu,Moto G7,HL1009,5
702,2017,Trim 4,dezembro,10,Porto Alegre,Câmera Digital Rebel T6,HL1005,2
416,2017,Trim 4,dezembro,10,Porto Alegre,Inspiron 15,HL1007,1
811,2017,Trim 4,dezembro,10,Porto Alegre,Moto G7,HL1009,2
268,2017,Trim 4,dezembro,10,Recife,iPhone 6S,HL1010,2
817,2017,Trim 4,dezembro,10,Rio de Janeiro,Câmera Digital Rebel T6,HL1005,2
125,2017,Trim 4,dezembro,10,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,5
572,2017,Trim 4,dezembro,10,Rio de Janeiro,iPhone XS,HL1019,1
531,2017,Trim 4,dezembro,10,Rio de Janeiro,TV LED 32',HL1006,2
216,2017,Trim 4,dezembro,10,Salvador,Câmera Digital Rebel T6,HL1005,4
156,2017,Trim 4,dezembro,10,Salvador,iPhone 6S,HL1010,5
799,2017,Trim 4,dezembro,10,Salvador,Smart TV 50' 4K,HL1001,4
848,2017,Trim 4,dezembro,10,São Paulo,Câmera Digital Rebel T6,HL1005,8
683,2017,Trim 4,dezembro,10,São Paulo,Câmera Digital Sony Cyber,HL1015,3
541,2017,Trim 4,dezembro,10,São Paulo,Dell G7,HL1012,3
1218,2017,Trim 4,dezembro,10,São Paulo,Galaxy S8,HL1021,5
209,2017,Trim 4,dezembro,10,São Paulo,Moto G7,HL1009,4
450,2017,Trim 4,dezembro,10,São Paulo,Moto Z,HL1020,2
320,2017,Trim 4,dezembro,10,São Paulo,Smart Watch MI,HL1018,5
748,2017,Trim 4,dezembro,10,São Paulo,Tablet M10 Android,HL1011,4
783,2017,Trim 4,dezembro,11,Belo Horizonte,Câmera Digital Sony Cyber,HL1015,5
636,2017,Trim 4,dezembro,11,Belo Horizonte,Inspiron 15,HL1007,6
581,2017,Trim 4,dezembro,11,Belo Horizonte,iPhone 6S,HL1010,2
441,2017,Trim 4,dezembro,11,Belo Horizonte,Moto G7,HL1009,5
613,2017,Trim 4,dezembro,11,Belo Horizonte,Smart TV LED Full HD 55',HL1008,4
376,2017,Trim 4,dezembro,11,Belo Horizonte,Smart Watch MI,HL1018,7
793,2017,Trim 4,dezembro,11,Campinas,Galaxy J8,HL1014,1
560,2017,Trim 4,dezembro,11,Curitiba,Aspire 5,HL1024,5
557,2017,Trim 4,dezembro,11,Fortaleza,Galaxy S10,HL1003,5
288,2017,Trim 4,dezembro,11,Fortaleza,Galaxy S8,HL1021,2
363,2017,Trim 4,dezembro,11,Fortaleza,Smart TV 50' 4K,HL1001,2
471,2017,Trim 4,dezembro,11,Fortaleza,Smart TV LED Full HD 55',HL1008,2
101,2017,Trim 4,dezembro,11,Guarulhos,Dell G7,HL1012,3
584,2017,Trim 4,dezembro,11,Niterói,Câmera Digital Rebel T6,HL1005,4
717,2017,Trim 4,dezembro,11,Nova Iguaçu,Moto G7,HL1009,4
115,2017,Trim 4,dezembro,11,Porto Alegre,Inspiron 15,HL1007,1
39,2017,Trim 4,dezembro,11,Recife,Apple Watch,HL1004,2
244,2017,Trim 4,dezembro,11,Recife,Inspiron 15,HL1007,1
459,2017,Trim 4,dezembro,11,Recife,Moto G7,HL1009,2
487,2017,Trim 4,dezembro,11,Recife,Samsung Dual Core,HL1023,8
262,2017,Trim 4,dezembro,11,Rio de Janeiro,Câmera Digital Rebel T6,HL1005,6
462,2017,Trim 4,dezembro,11,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,1
326,2017,Trim 4,dezembro,11,Rio de Janeiro,Dell G7,HL1012,3
1041,2017,Trim 4,dezembro,11,Rio de Janeiro,Galaxy S8,HL1021,14
194,2017,Trim 4,dezembro,11,Rio de Janeiro,Inspiron 15,HL1007,1
694,2017,Trim 4,dezembro,11,Rio de Janeiro,Smart TV 50' 4K,HL1001,3
28,2017,Trim 4,dezembro,11,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,4
765,2017,Trim 4,dezembro,11,Salvador,iPhone 7,HL1002,5
160,2017,Trim 4,dezembro,11,São Paulo,Aspire 5,HL1024,2
1476,2017,Trim 4,dezembro,11,São Paulo,Câmera Coolpix L340,HL1013,8
424,2017,Trim 4,dezembro,11,São Paulo,Dell G7,HL1012,2
105,2017,Trim 4,dezembro,11,São Paulo,Inspiron 15,HL1007,3
459,2017,Trim 4,dezembro,11,São Paulo,Smart Watch MI,HL1018,5
421,2017,Trim 4,dezembro,12,Belo Horizonte,TV LED 32',HL1006,4
108,2017,Trim 4,dezembro,12,Campinas,Câmera Coolpix L340,HL1013,2
638,2017,Trim 4,dezembro,12,Campinas,iPhone 7,HL1002,4
635,2017,Trim 4,dezembro,12,Campinas,Smart TV LED Full HD 55',HL1008,1
758,2017,Trim 4,dezembro,12,Curitiba,Câmera Digital Sony Cyber,HL1015,3
263,2017,Trim 4,dezembro,12,Fortaleza,Câmera Digital Rebel T6,HL1005,2
426,2017,Trim 4,dezembro,12,Fortaleza,Inspiron 15,HL1007,1
471,2017,Trim 4,dezembro,12,Fortaleza,Moto G7,HL1009,2
868,2017,Trim 4,dezembro,12,Fortaleza,Smart TV 50' 4K,HL1001,9
317,2017,Trim 4,dezembro,12,Goiânia,Galaxy S10,HL1003,4
381,2017,Trim 4,dezembro,12,Niterói,Samsung Dual Core,HL1023,2
278,2017,Trim 4,dezembro,12,Nova Iguaçu,Aspire 5,HL1024,3
218,2017,Trim 4,dezembro,12,Porto Alegre,Inspiron 15,HL1007,3
5,2017,Trim 4,dezembro,12,Recife,Apple Watch,HL1004,1
603,2017,Trim 4,dezembro,12,Recife,Câmera Digital Sony Cyber,HL1015,1
576,2017,Trim 4,dezembro,12,Recife,iPhone XS,HL1019,7
653,2017,Trim 4,dezembro,12,Recife,Smart TV 50' 4K,HL1001,5
5,2017,Trim 4,dezembro,12,Recife,Smart TV LED Full HD 55',HL1008,4
749,2017,Trim 4,dezembro,12,Rio de Janeiro,Câmera Digital Rebel T6,HL1005,5
443,2017,Trim 4,dezembro,12,Rio de Janeiro,Inspiron 15,HL1007,3
788,2017,Trim 4,dezembro,12,Rio de Janeiro,Moto G7,HL1009,2
1162,2017,Trim 4,dezembro,12,Rio de Janeiro,Smart TV 50' 4K,HL1001,5
298,2017,Trim 4,dezembro,12,Rio de Janeiro,TV LED 32',HL1006,3
31,2017,Trim 4,dezembro,12,Salvador,Câmera Digital Rebel T6,HL1005,1
1479,2017,Trim 4,dezembro,12,Salvador,Dell G7,HL1012,5
82,2017,Trim 4,dezembro,12,Salvador,Samsung Dual Core,HL1023,3
408,2017,Trim 4,dezembro,12,São Paulo,Câmera Coolpix L340,HL1013,3
196,2017,Trim 4,dezembro,12,São Paulo,Câmera Digital Rebel T6,HL1005,5
389,2017,Trim 4,dezembro,12,São Paulo,Galaxy S10,HL1003,5
1056,2017,Trim 4,dezembro,12,São Paulo,Galaxy S8,HL1021,8
50,2017,Trim 4,dezembro,12,São Paulo,Inspiron 15,HL1007,5
728,2017,Trim 4,dezembro,12,São Paulo,Moto Z,HL1020,5
408,2017,Trim 4,dezembro,12,São Paulo,Samsung Dual Core,HL1023,4
441,2017,Trim 4,dezembro,13,Belo Horizonte,Galaxy J8,HL1014,4
666,2017,Trim 4,dezembro,13,Belo Horizonte,Galaxy S8,HL1021,2
470,2017,Trim 4,dezembro,13,Belo Horizonte,Moto G7,HL1009,2
23,2017,Trim 4,dezembro,13,Belo Horizonte,Smart TV 50' 4K,HL1001,5
485,2017,Trim 4,dezembro,13,Campinas,Galaxy S10,HL1003,1
63,2017,Trim 4,dezembro,13,Curitiba,Samsung Dual Core,HL1023,1
292,2017,Trim 4,dezembro,13,Fortaleza,Câmera Digital Sony Cyber,HL1015,4
163,2017,Trim 4,dezembro,13,Fortaleza,Inspiron 15,HL1007,5
65,2017,Trim 4,dezembro,13,Goiânia,Câmera Digital Rebel T6,HL1005,2
723,2017,Trim 4,dezembro,13,Goiânia,Câmera Digital Sony Cyber,HL1015,4
491,2017,Trim 4,dezembro,13,Guarulhos,iPhone 7,HL1002,5
118,2017,Trim 4,dezembro,13,Niterói,Galaxy S10,HL1003,4
588,2017,Trim 4,dezembro,13,Porto Alegre,Aspire 5,HL1024,1
592,2017,Trim 4,dezembro,13,Porto Alegre,Câmera Digital Rebel T6,HL1005,3
68,2017,Trim 4,dezembro,13,Porto Alegre,Câmera Digital Sony Cyber,HL1015,4
253,2017,Trim 4,dezembro,13,Porto Alegre,Smart TV LED Full HD 55',HL1008,2
373,2017,Trim 4,dezembro,13,Recife,Câmera Digital Sony Cyber,HL1015,4
509,2017,Trim 4,dezembro,13,Recife,Moto G7,HL1009,5
336,2017,Trim 4,dezembro,13,Rio de Janeiro,Câmera Coolpix L340,HL1013,1
800,2017,Trim 4,dezembro,13,Salvador,iPhone 6S,HL1010,5
301,2017,Trim 4,dezembro,13,Salvador,Moto G7,HL1009,1
551,2017,Trim 4,dezembro,13,Salvador,Smart TV 50' 4K,HL1001,1
237,2017,Trim 4,dezembro,13,Salvador,Smart TV LED Full HD 55',HL1008,3
457,2017,Trim 4,dezembro,13,São Paulo,Câmera Digital Rebel T6,HL1005,7
665,2017,Trim 4,dezembro,13,São Paulo,Inspiron 15,HL1007,2
630,2017,Trim 4,dezembro,13,São Paulo,Samsung Dual Core,HL1023,8
650,2017,Trim 4,dezembro,13,São Paulo,Smart TV 50' 4K,HL1001,5
626,2017,Trim 4,dezembro,14,Belo Horizonte,Câmera Digital Sony Cyber,HL1015,2
590,2017,Trim 4,dezembro,14,Belo Horizonte,Inspiron 15,HL1007,2
944,2017,Trim 4,dezembro,14,Belo Horizonte,Moto G7,HL1009,7
186,2017,Trim 4,dezembro,14,Belo Horizonte,Smart Watch MI,HL1018,2
178,2017,Trim 4,dezembro,14,Curitiba,Câmera Digital Rebel T6,HL1005,2
526,2017,Trim 4,dezembro,14,Curitiba,Moto G7,HL1009,2
619,2017,Trim 4,dezembro,14,Curitiba,Smart TV 50' 4K,HL1001,5
687,2017,Trim 4,dezembro,14,Fortaleza,Galaxy S10,HL1003,5
735,2017,Trim 4,dezembro,14,Fortaleza,Smart TV LED Full HD 55',HL1008,3
609,2017,Trim 4,dezembro,14,Fortaleza,Smart Watch MI,HL1018,2
807,2017,Trim 4,dezembro,14,Niterói,Câmera Coolpix L340,HL1013,2
591,2017,Trim 4,dezembro,14,Nova Iguaçu,Smart Watch MI,HL1018,2
1186,2017,Trim 4,dezembro,14,Porto Alegre,Smart Watch MI,HL1018,6
616,2017,Trim 4,dezembro,14,Recife,iPhone XS,HL1019,5
342,2017,Trim 4,dezembro,14,Recife,Smart TV LED Full HD 55',HL1008,1
462,2017,Trim 4,dezembro,14,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,5
155,2017,Trim 4,dezembro,14,Rio de Janeiro,iPhone XS,HL1019,2
166,2017,Trim 4,dezembro,14,Rio de Janeiro,Moto G7,HL1009,7
537,2017,Trim 4,dezembro,14,Rio de Janeiro,Smart TV 50' 4K,HL1001,1
382,2017,Trim 4,dezembro,14,São Paulo,Apple Watch,HL1004,4
196,2017,Trim 4,dezembro,14,São Paulo,Câmera Digital Rebel T6,HL1005,4
1179,2017,Trim 4,dezembro,14,São Paulo,Smart TV 50' 4K,HL1001,5
650,2017,Trim 4,dezembro,14,São Paulo,Smart Watch MI,HL1018,5
660,2017,Trim 4,dezembro,15,Belo Horizonte,Câmera Digital Sony Cyber,HL1015,3
441,2017,Trim 4,dezembro,15,Belo Horizonte,Smart TV 75' 4K,HL1017,3
631,2017,Trim 4,dezembro,15,Belo Horizonte,Smart TV LED Full HD 55',HL1008,4
789,2017,Trim 4,dezembro,15,Curitiba,Câmera Coolpix L340,HL1013,3
293,2017,Trim 4,dezembro,15,Curitiba,Câmera Digital Sony Cyber,HL1015,3
639,2017,Trim 4,dezembro,15,Curitiba,Smart TV 50' 4K,HL1001,3
609,2017,Trim 4,dezembro,15,Fortaleza,Aspire 5,HL1024,4
292,2017,Trim 4,dezembro,15,Fortaleza,Smart TV 50' 4K,HL1001,4
834,2017,Trim 4,dezembro,15,Fortaleza,Smart TV LED Full HD 55',HL1008,8
241,2017,Trim 4,dezembro,15,Guarulhos,Aspire 5,HL1024,1
767,2017,Trim 4,dezembro,15,Niterói,Câmera Digital Rebel T6,HL1005,4
791,2017,Trim 4,dezembro,15,Nova Iguaçu,Câmera Coolpix L340,HL1013,1
736,2017,Trim 4,dezembro,15,Nova Iguaçu,Moto G7,HL1009,1
267,2017,Trim 4,dezembro,15,Porto Alegre,Câmera Digital Sony Cyber,HL1015,2
254,2017,Trim 4,dezembro,15,Recife,Inspiron 15,HL1007,4
70,2017,Trim 4,dezembro,15,Recife,Smart TV 50' 4K,HL1001,4
5,2017,Trim 4,dezembro,15,Recife,Smart TV LED Full HD 55',HL1008,1
92,2017,Trim 4,dezembro,15,Rio de Janeiro,Aspire 5,HL1024,1
589,2017,Trim 4,dezembro,15,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,2
326,2017,Trim 4,dezembro,15,Rio de Janeiro,Galaxy S8,HL1021,2
331,2017,Trim 4,dezembro,15,Rio de Janeiro,Smart TV 50' 4K,HL1001,3
405,2017,Trim 4,dezembro,15,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,5
198,2017,Trim 4,dezembro,15,Salvador,Galaxy S10,HL1003,1
769,2017,Trim 4,dezembro,15,Salvador,Moto G7,HL1009,3
224,2017,Trim 4,dezembro,15,São Paulo,Smart TV 50' 4K,HL1001,1
772,2017,Trim 4,dezembro,15,São Paulo,TV LED 32',HL1006,5
431,2017,Trim 4,dezembro,16,Belo Horizonte,Aspire 5,HL1024,6
409,2017,Trim 4,dezembro,16,Belo Horizonte,Câmera Coolpix L340,HL1013,4
678,2017,Trim 4,dezembro,16,Campinas,Smart Watch MI,HL1018,5
498,2017,Trim 4,dezembro,16,Curitiba,Câmera Digital Rebel T6,HL1005,2
394,2017,Trim 4,dezembro,16,Curitiba,Dell G7,HL1012,2
286,2017,Trim 4,dezembro,16,Fortaleza,Aspire 5,HL1024,4
445,2017,Trim 4,dezembro,16,Fortaleza,Câmera Digital Sony Cyber,HL1015,4
687,2017,Trim 4,dezembro,16,Fortaleza,Inspiron 15,HL1007,4
363,2017,Trim 4,dezembro,16,Fortaleza,iPhone 7,HL1002,3
157,2017,Trim 4,dezembro,16,Fortaleza,iPhone XS,HL1019,5
382,2017,Trim 4,dezembro,16,Fortaleza,Moto Z,HL1020,8
553,2017,Trim 4,dezembro,16,Fortaleza,Smart TV LED Full HD 55',HL1008,5
349,2017,Trim 4,dezembro,16,Goiânia,Smart TV LED Full HD 55',HL1008,4
605,2017,Trim 4,dezembro,16,Goiânia,TV LED 32',HL1006,4
142,2017,Trim 4,dezembro,16,Guarulhos,Moto G7,HL1009,4
767,2017,Trim 4,dezembro,16,Niterói,Câmera Coolpix L340,HL1013,2
486,2017,Trim 4,dezembro,16,Niterói,iPhone 6S,HL1010,4
228,2017,Trim 4,dezembro,16,Niterói,iPhone 7,HL1002,1
453,2017,Trim 4,dezembro,16,Porto Alegre,Câmera Digital Rebel T6,HL1005,3
586,2017,Trim 4,dezembro,16,Porto Alegre,Galaxy S8,HL1021,1
808,2017,Trim 4,dezembro,16,Porto Alegre,Samsung Dual Core,HL1023,3
144,2017,Trim 4,dezembro,16,Recife,Smart TV LED Full HD 55',HL1008,2
513,2017,Trim 4,dezembro,16,Recife,Smart Watch MI,HL1018,1
545,2017,Trim 4,dezembro,16,Rio de Janeiro,iPad 32GB Wifi,HL1022,5
326,2017,Trim 4,dezembro,16,Rio de Janeiro,TV LED 32',HL1006,4
34,2017,Trim 4,dezembro,16,Salvador,Câmera Digital Rebel T6,HL1005,5
301,2017,Trim 4,dezembro,16,Salvador,Galaxy S8,HL1021,5
534,2017,Trim 4,dezembro,16,Salvador,Inspiron 15,HL1007,1
16,2017,Trim 4,dezembro,16,Salvador,Smart TV 50' 4K,HL1001,4
797,2017,Trim 4,dezembro,16,São Paulo,Dell G7,HL1012,5
145,2017,Trim 4,dezembro,16,São Paulo,Samsung Dual Core,HL1023,3
140,2017,Trim 4,dezembro,16,São Paulo,Smart Watch MI,HL1018,4
640,2017,Trim 4,dezembro,17,Campinas,Apple Watch,HL1004,1
427,2017,Trim 4,dezembro,17,Campinas,Câmera Digital Sony Cyber,HL1015,1
1,2017,Trim 4,dezembro,17,Curitiba,Inspiron 15,HL1007,3
818,2017,Trim 4,dezembro,17,Fortaleza,Samsung Dual Core,HL1023,3
417,2017,Trim 4,dezembro,17,Guarulhos,TV LED 32',HL1006,4
13,2017,Trim 4,dezembro,17,Nova Iguaçu,Câmera Digital Rebel T6,HL1005,5
556,2017,Trim 4,dezembro,17,Nova Iguaçu,Smart TV 50' 4K,HL1001,4
378,2017,Trim 4,dezembro,17,Porto Alegre,Galaxy S8,HL1021,4
106,2017,Trim 4,dezembro,17,Recife,Dell G7,HL1012,5
